class,cap-diameter,stem-width,stem-height,weight
edible,4.49,11.47,5.38,101
edible,10.07,17.26,8.05,96
edible,5.82,9.77,6.12,168
edible,5.11,4.49,3.74,148
edible,7.87,12.98,4.01,83
edible,4.13,6.56,8.81,161
edible,5.33,8.88,4.9,63
edible,4.74,9.12,8.0,150
edible,8.49,26.72,13.26,181
edible,7.71,11.02,8.44,178
edible,10.65,18.41,12.51,87
edible,8.04,28.47,7.39,161
edible,2.72,3.38,5.59,113
edible,7.89,16.62,4.62,182
edible,10.07,18.97,5.89,59
edible,18.22,21.18,6.19,159
edible,5.79,10.72,11.57,139
edible,6.86,7.34,4.19,95
edible,3.84,3.35,4.43,87
edible,1.54,1.01,5.8,130
edible,2.9,7.08,5.29,85
edible,7.95,19.3,7.59,173
edible,5.02,8.32,6.74,143
edible,4.12,7.84,5.82,9
edible,8.98,14.0,6.16,70
edible,10.46,23.77,4.28,115
edible,9.23,14.44,6.74,188
edible,5.79,10.7,5.73,16
edible,5.24,5.71,6.57,174
edible,18.99,36.49,17.82,110
edible,2.44,4.06,5.94,79
edible,3.03,9.74,4.39,142
edible,7.62,12.33,6.21,32
edible,14.36,17.89,9.55,11
edible,7.01,8.9,3.57,146
edible,10.24,18.1,9.1,81
edible,9.04,15.22,4.43,65
edible,9.98,18.8,11.04,55
edible,2.78,10.67,4.85,174
edible,13.1,21.89,8.33,140
edible,6.52,5.08,6.42,182
edible,9.23,16.83,7.36,133
edible,4.2,8.46,7.23,15
edible,10.58,22.38,5.21,111
edible,7.01,24.68,12.01,52
edible,10.06,15.43,9.13,142
edible,5.8,9.1,4.89,147
edible,7.29,14.84,7.84,107
edible,7.64,26.14,11.46,51
edible,5.59,45.55,6.31,157
edible,10.88,16.03,11.47,116
edible,4.05,7.87,7.09,10
edible,10.57,33.37,8.15,15
edible,7.39,11.62,5.19,21
edible,2.74,6.11,5.83,147
edible,4.04,5.11,6.17,20
edible,8.42,11.81,17.13,60
edible,4.02,8.15,8.15,70
edible,14.13,16.35,9.37,168
edible,6.43,12.78,6.52,87
edible,7.34,29.75,7.07,170
edible,4.12,3.84,6.51,79
edible,5.48,5.28,6.47,131
edible,11.07,26.12,7.8,135
edible,7.37,16.97,4.74,22
edible,2.61,2.96,5.9,93
edible,10.23,21.96,8.92,186
edible,4.36,18.64,4.65,98
edible,4.86,11.3,4.94,21
edible,9.98,20.84,4.91,118
edible,3.07,5.32,4.31,111
edible,9.11,17.55,7.25,103
edible,53.66,41.14,8.4,17
edible,2.87,2.73,6.14,67
edible,2.99,3.21,6.23,18
edible,20.25,23.24,7.51,191
edible,7.64,11.54,4.83,168
edible,10.64,12.01,7.6,22
edible,13.56,33.28,14.59,137
edible,4.21,4.03,6.56,18
edible,12.18,26.23,5.16,29
edible,8.04,10.49,5.47,48
edible,7.27,13.93,7.07,125
edible,4.03,9.59,4.54,43
edible,7.4,25.27,11.29,144
edible,9.93,17.92,11.23,108
edible,3.77,6.45,5.85,193
edible,9.97,18.7,9.52,66
edible,10.92,14.33,8.89,57
edible,6.88,7.65,4.72,57
edible,4.05,7.12,5.4,160
edible,8.51,16.74,6.18,167
edible,18.96,27.05,8.9,122
edible,10.57,19.11,9.25,69
edible,4.76,4.18,4.65,135
edible,3.97,10.16,5.07,47
edible,3.9,11.42,5.31,54
edible,2.58,4.97,5.82,141
edible,20.03,25.16,8.03,40
edible,2.87,5.4,4.2,27
edible,13.72,22.51,7.78,78
edible,16.33,20.6,28.33,54
edible,0.99,0.97,4.85,59
edible,7.99,13.29,3.83,129
edible,6.99,11.95,12.06,16
edible,6.83,12.11,6.38,87
edible,4.68,3.64,6.2,36
edible,4.39,10.1,8.28,156
edible,3.0,5.75,6.26,90
edible,2.59,3.78,7.02,199
edible,1.52,1.98,6.04,159
edible,4.03,3.75,5.8,193
edible,1.26,2.25,4.53,23
edible,4.73,11.16,4.56,55
edible,5.0,7.89,4.42,68
edible,1.35,1.36,4.78,134
edible,6.22,11.77,5.9,168
edible,10.57,18.02,6.41,132
edible,4.02,11.28,4.75,143
edible,8.28,13.91,6.3,68
edible,8.37,23.25,5.41,5
edible,5.0,6.12,7.14,93
edible,2.76,4.28,5.39,30
edible,7.23,13.68,5.39,143
edible,6.41,9.9,6.8,91
edible,1.2,1.88,3.28,6
edible,12.52,27.31,8.11,97
edible,8.98,21.96,7.1,172
edible,6.31,13.3,6.35,123
edible,7.24,12.81,5.9,136
edible,6.92,5.47,6.72,84
edible,13.77,27.47,6.45,115
edible,13.13,13.12,2.44,169
edible,1.51,2.63,5.11,130
edible,6.89,12.08,4.59,193
edible,10.12,25.36,7.03,9
edible,5.16,9.09,8.27,147
edible,11.23,25.17,6.62,199
edible,1.59,2.52,5.21,30
edible,3.72,6.21,4.26,10
edible,2.89,4.14,5.18,127
edible,6.47,15.23,7.61,48
edible,6.9,10.86,2.15,62
edible,7.46,15.4,5.62,85
edible,5.41,12.05,5.45,50
edible,52.12,46.21,7.31,106
edible,6.78,10.43,7.28,174
edible,7.21,9.49,4.97,52
edible,1.39,1.71,5.63,118
edible,3.48,8.53,3.64,159
edible,6.52,7.35,3.95,24
edible,3.8,7.61,7.6,119
edible,7.53,14.19,7.68,167
edible,10.52,22.75,8.14,80
edible,8.42,19.97,5.1,180
edible,7.53,12.61,6.12,199
edible,4.43,3.18,5.7,125
edible,5.71,49.04,6.78,184
edible,15.46,26.47,9.98,113
edible,5.49,10.35,8.56,72
edible,9.58,17.23,7.34,136
edible,4.35,3.8,6.62,171
edible,5.42,52.29,6.94,153
edible,3.45,4.74,8.62,70
edible,8.08,14.34,8.07,148
edible,7.7,12.17,5.25,139
edible,10.8,22.12,5.54,87
edible,10.41,19.55,5.53,13
edible,5.92,58.22,7.69,21
edible,6.55,12.82,3.7,117
edible,15.22,17.55,10.22,144
edible,9.63,18.46,8.01,189
edible,15.88,22.06,7.06,177
edible,10.1,15.1,10.24,124
edible,15.31,22.06,5.04,15
edible,4.91,5.07,5.82,145
edible,7.12,9.92,5.59,163
edible,4.89,9.94,5.26,30
edible,51.02,46.97,7.96,67
edible,3.88,7.67,5.66,163
edible,13.09,14.14,2.31,26
edible,16.64,78.28,20.38,138
edible,9.95,17.63,4.84,152
edible,4.59,3.52,6.0,14
edible,2.27,7.67,2.87,87
edible,9.47,10.21,7.02,167
edible,10.01,21.06,7.62,30
edible,6.33,11.6,8.5,75
edible,15.77,24.39,8.24,41
edible,4.9,6.96,5.76,140
edible,7.16,13.65,7.46,137
edible,6.94,14.5,5.43,176
edible,6.32,6.52,6.89,130
edible,7.45,8.64,5.73,119
edible,7.76,14.0,5.39,96
edible,12.58,25.55,5.96,199
edible,2.27,5.6,4.39,121
edible,1.01,1.87,3.67,53
edible,6.47,5.88,6.53,40
edible,6.84,15.41,7.31,30
edible,11.13,17.5,8.97,49
edible,51.23,35.07,5.66,65
edible,5.55,12.97,12.77,176
edible,3.73,5.9,5.39,136
edible,8.71,25.41,7.47,80
edible,6.29,23.57,11.51,62
edible,9.82,19.59,8.11,109
edible,13.35,24.09,8.1,30
edible,3.19,8.37,3.71,99
edible,12.34,25.14,9.2,83
edible,4.32,7.41,7.44,132
edible,0.92,0.96,5.25,161
edible,2.62,6.13,3.53,141
edible,5.15,11.88,4.77,82
edible,6.1,10.53,5.94,40
edible,8.61,17.36,8.01,136
edible,7.96,13.21,7.11,63
edible,4.81,12.53,6.41,169
edible,4.8,12.78,5.67,128
edible,9.38,19.82,7.06,92
edible,2.95,3.35,6.55,85
edible,9.21,15.14,7.05,145
edible,10.28,20.34,7.56,152
edible,4.7,6.62,5.09,21
edible,9.76,23.31,3.83,55
edible,7.66,10.14,6.7,59
edible,7.27,20.46,6.76,165
edible,2.94,5.04,3.14,153
edible,10.53,15.64,5.02,85
edible,6.53,12.49,5.03,154
edible,4.55,6.39,5.23,157
edible,16.36,62.39,19.71,199
edible,13.04,18.57,10.71,114
edible,2.28,3.73,8.1,144
edible,4.13,10.78,5.69,147
edible,2.05,3.75,7.11,90
edible,46.12,30.93,5.82,6
edible,7.99,14.06,7.0,136
edible,6.09,7.57,4.59,49
edible,9.92,20.47,8.04,17
edible,11.48,23.18,8.28,59
edible,12.35,24.95,8.23,164
edible,1.21,1.12,6.52,26
edible,6.78,14.76,7.73,93
edible,8.49,12.58,6.27,59
edible,10.68,11.57,13.12,149
edible,5.27,4.4,5.52,183
edible,6.63,15.86,8.31,140
edible,19.32,21.92,5.18,193
edible,11.23,19.84,5.33,101
edible,3.16,5.65,3.7,142
edible,6.24,14.52,7.22,23
edible,5.92,11.95,4.7,132
edible,5.08,5.13,4.13,146
edible,10.51,20.0,7.21,71
edible,6.51,11.74,8.69,187
edible,7.44,12.0,6.4,65
edible,6.07,4.6,6.22,188
edible,11.42,15.27,10.08,67
edible,7.77,15.61,8.17,109
edible,1.49,1.5,5.29,108
edible,4.39,3.99,6.66,143
edible,2.74,4.09,7.3,179
edible,7.56,12.17,8.21,138
edible,3.08,6.12,4.18,38
edible,2.75,2.79,5.64,197
edible,3.26,4.99,6.59,103
edible,3.38,6.57,5.18,68
edible,2.61,4.2,6.38,91
edible,8.59,28.68,13.12,85
edible,16.04,16.34,9.42,70
edible,4.24,5.21,5.29,163
edible,10.22,15.52,9.35,87
edible,18.52,35.87,15.25,194
edible,11.65,19.73,9.78,186
edible,4.66,8.0,3.46,96
edible,5.8,9.45,6.78,140
edible,7.25,17.3,5.83,174
edible,5.69,12.7,6.09,173
edible,5.33,11.9,5.77,191
edible,8.5,24.33,6.53,172
edible,4.74,8.32,7.92,154
edible,2.82,3.16,5.46,156
edible,5.15,4.19,5.89,42
edible,3.91,5.75,5.08,134
edible,4.01,8.15,6.76,129
edible,6.74,11.58,8.23,45
edible,7.61,14.1,6.99,23
edible,10.5,22.11,14.17,109
edible,3.06,2.89,6.29,134
edible,19.36,22.01,31.36,96
edible,1.56,1.56,5.09,100
edible,15.0,22.46,8.72,66
edible,10.28,13.57,8.64,20
edible,6.64,50.68,6.57,98
edible,12.15,17.83,11.63,154
edible,3.28,9.55,3.87,146
edible,14.11,33.71,15.59,120
edible,7.18,28.99,7.03,60
edible,6.17,12.04,6.28,69
edible,10.45,23.56,9.96,177
edible,7.6,23.19,11.87,58
edible,4.74,10.08,4.39,198
edible,3.74,11.65,5.41,90
edible,5.76,11.05,6.55,178
edible,8.07,12.55,3.85,165
edible,10.83,10.56,6.83,54
edible,6.27,15.87,7.28,109
edible,1.8,2.36,4.82,26
edible,46.96,31.42,7.17,44
edible,5.62,7.61,4.81,43
edible,4.09,11.41,5.09,109
edible,10.46,16.52,9.06,173
edible,3.19,6.77,6.37,72
edible,6.1,7.39,4.76,11
edible,6.65,15.44,5.01,89
edible,13.99,13.32,2.48,136
edible,6.48,12.56,8.95,80
edible,1.36,2.14,5.96,95
edible,15.65,17.29,11.16,191
edible,1.39,2.36,4.97,88
edible,6.31,54.31,8.32,158
edible,6.6,18.29,7.28,35
edible,6.95,11.84,2.19,103
edible,8.84,22.32,7.33,56
edible,6.37,6.35,7.04,116
edible,5.44,12.12,11.59,76
edible,4.33,44.43,5.4,25
edible,9.45,20.83,5.87,20
edible,5.26,14.34,5.35,183
edible,1.51,2.17,6.57,20
edible,6.91,12.99,5.77,150
edible,11.13,15.45,10.01,179
edible,1.13,1.07,5.88,60
edible,9.76,19.89,7.52,160
edible,5.31,12.22,6.12,86
edible,1.42,2.22,4.56,82
edible,3.76,6.52,4.89,188
edible,7.85,12.93,9.66,41
edible,5.3,12.05,11.86,148
edible,6.52,10.23,5.31,197
edible,13.98,17.22,9.91,64
edible,14.61,17.06,9.21,193
edible,5.06,12.27,5.26,15
edible,7.0,12.54,5.49,130
edible,15.83,18.23,9.9,70
edible,3.88,37.19,6.29,130
edible,7.45,22.21,9.81,36
edible,13.04,22.97,6.41,151
edible,4.7,7.62,5.72,60
edible,0.85,1.02,4.96,9
edible,10.44,14.62,9.14,135
edible,3.02,3.0,6.44,160
edible,9.21,17.12,6.59,94
edible,2.23,4.01,6.84,98
edible,6.38,12.97,5.9,76
edible,5.26,4.59,5.66,104
edible,7.25,11.72,5.32,33
edible,9.09,23.25,4.54,63
edible,3.4,6.9,5.88,29
edible,7.42,18.91,7.74,154
edible,8.06,16.47,6.53,101
edible,3.85,6.62,4.66,105
edible,3.93,10.8,4.44,121
edible,5.55,9.82,4.78,27
edible,10.04,17.95,9.17,74
edible,6.08,12.93,8.7,83
edible,5.6,11.36,6.26,83
edible,10.5,10.2,8.33,172
edible,7.01,33.51,8.38,102
edible,7.69,14.59,4.68,18
edible,6.82,12.44,5.36,33
edible,7.93,33.46,6.33,148
edible,9.79,17.7,7.15,91
edible,9.99,29.7,7.27,14
edible,4.48,9.07,7.86,51
edible,7.43,17.05,8.73,8
edible,6.83,13.32,13.0,16
edible,8.6,10.73,8.49,46
edible,1.19,1.0,5.37,8
edible,16.48,28.45,10.73,88
edible,4.24,3.29,4.58,96
edible,8.93,9.04,5.34,96
edible,7.12,12.11,6.47,10
edible,8.56,11.64,8.04,146
edible,56.24,28.91,6.26,39
edible,9.06,18.31,7.48,179
edible,5.12,7.35,5.05,190
edible,1.07,0.85,4.75,69
edible,4.04,4.17,6.28,151
edible,8.59,12.96,5.81,61
edible,3.82,6.24,4.73,197
edible,3.34,7.26,6.31,17
edible,6.88,22.3,3.32,140
edible,3.67,9.77,5.02,22
edible,7.33,10.42,3.71,167
edible,1.24,1.33,4.42,91
edible,10.47,12.01,16.59,118
edible,6.13,15.02,6.03,30
edible,8.3,24.11,5.22,170
edible,14.07,18.75,7.55,70
edible,3.1,5.93,3.78,30
edible,8.23,13.32,5.86,130
edible,1.24,2.37,4.96,61
edible,1.08,1.59,3.06,29
edible,9.29,31.93,8.09,34
edible,8.34,19.67,5.44,139
edible,6.37,14.18,6.79,31
edible,17.41,25.72,7.59,143
edible,4.58,7.02,6.2,105
edible,1.62,3.43,5.52,140
edible,3.73,7.42,5.45,15
edible,15.34,17.06,2.71,130
edible,5.82,9.98,6.81,34
edible,4.96,8.99,7.98,98
edible,4.58,4.28,6.31,120
edible,4.12,7.17,4.35,19
edible,11.65,20.26,13.82,188
edible,5.36,9.89,5.77,39
edible,9.21,17.28,9.08,43
edible,3.78,3.14,5.25,28
edible,6.62,8.87,5.65,12
edible,1.15,1.46,2.95,47
edible,0.98,1.69,3.14,174
edible,4.42,8.65,6.13,88
edible,3.59,11.5,3.78,173
edible,9.09,13.66,7.98,51
edible,6.66,12.88,6.03,30
edible,1.51,2.19,4.7,184
edible,7.44,17.4,5.49,154
edible,12.64,25.21,6.77,137
edible,6.25,11.75,5.84,147
edible,5.02,10.4,7.64,168
edible,11.37,18.54,6.37,105
edible,8.05,13.71,4.72,67
edible,6.23,12.81,12.89,97
edible,3.17,6.76,5.02,181
edible,12.69,18.26,11.41,59
edible,6.94,8.15,5.11,76
edible,3.54,17.69,5.1,64
edible,11.88,23.92,5.73,189
edible,8.95,15.81,5.06,33
edible,3.14,5.8,3.91,23
edible,7.18,11.75,5.76,77
edible,11.74,22.05,5.58,142
edible,2.8,6.74,5.36,105
edible,6.65,16.78,7.86,142
edible,17.34,28.94,10.4,61
edible,4.71,55.15,8.02,186
edible,6.55,28.22,12.85,188
edible,8.31,13.55,7.1,72
edible,2.74,2.91,6.04,91
edible,18.05,23.9,8.05,107
edible,8.13,11.45,6.32,187
edible,6.83,13.9,6.45,76
edible,10.05,11.36,6.48,133
edible,9.08,14.28,4.41,122
edible,0.96,0.98,5.29,144
edible,3.34,10.24,4.25,167
edible,9.18,11.72,6.72,120
edible,16.0,20.62,22.04,86
edible,6.72,9.34,5.44,165
edible,7.92,11.81,6.31,113
edible,7.8,10.8,6.58,157
edible,11.41,24.49,7.04,20
edible,5.18,7.34,7.72,140
edible,1.22,1.0,5.97,39
edible,3.0,2.8,6.22,178
edible,10.36,17.25,7.74,143
edible,17.94,23.7,7.82,193
edible,4.22,10.4,3.93,48
edible,6.44,20.89,7.13,143
edible,9.92,13.64,2.39,143
edible,6.22,12.95,5.13,154
edible,5.38,6.9,3.5,89
edible,9.46,12.95,6.67,86
edible,1.5,2.01,5.77,194
edible,46.26,28.31,7.59,180
edible,9.61,17.86,9.32,106
edible,9.06,35.75,7.03,67
edible,10.49,17.76,6.75,183
edible,4.19,4.09,6.38,177
edible,11.07,13.99,9.07,37
edible,17.06,19.88,26.15,64
edible,6.15,7.38,6.46,127
edible,2.03,4.57,5.44,6
edible,3.59,3.64,7.57,145
edible,5.36,4.74,6.25,198
edible,2.86,3.97,7.38,61
edible,6.0,6.16,5.28,175
edible,6.84,10.18,5.26,49
edible,3.41,10.91,5.46,35
edible,1.2,1.65,3.31,142
edible,4.64,8.13,2.91,27
edible,12.25,23.21,8.47,33
edible,10.18,16.93,8.58,35
edible,4.56,5.87,5.77,22
edible,3.01,6.06,4.37,15
edible,4.12,5.52,6.0,107
edible,7.39,15.74,7.84,51
edible,2.97,5.13,7.69,7
edible,9.07,16.03,8.98,134
edible,6.91,13.27,6.39,186
edible,4.68,15.12,5.16,76
edible,6.07,7.6,6.23,163
edible,5.96,9.05,5.32,140
edible,13.76,24.64,10.81,175
edible,6.13,12.9,6.08,180
edible,1.34,1.93,5.02,134
edible,8.22,12.15,7.28,26
edible,7.78,27.62,6.62,128
edible,6.44,17.96,3.62,137
edible,8.82,11.68,5.52,139
edible,4.95,4.09,6.44,24
edible,5.34,9.05,4.71,81
edible,7.42,15.84,6.79,134
edible,8.4,23.79,7.16,36
edible,8.21,13.5,6.72,94
edible,4.47,6.56,5.96,7
edible,17.78,82.84,15.54,173
edible,4.11,7.17,6.24,46
edible,15.08,17.68,5.69,81
edible,12.26,15.92,9.2,177
edible,1.96,4.26,5.85,105
edible,11.32,20.37,4.8,149
edible,2.77,3.56,7.36,132
edible,4.29,5.14,4.17,51
edible,4.4,6.5,6.46,156
edible,9.76,19.84,4.81,127
edible,13.27,16.35,2.6,38
edible,7.6,12.32,8.2,182
edible,10.57,12.63,19.29,46
edible,7.74,12.56,8.47,37
edible,3.62,4.45,3.96,127
edible,9.36,13.62,2.39,31
edible,1.48,1.42,5.07,63
edible,2.76,6.24,4.19,151
edible,2.74,2.52,5.27,119
edible,5.77,11.08,6.15,135
edible,5.6,21.23,5.35,132
edible,4.84,9.27,4.81,124
edible,8.27,22.5,4.42,157
edible,7.36,12.16,5.52,117
edible,9.79,10.52,8.09,19
edible,5.18,7.98,4.53,87
edible,5.38,12.14,6.03,192
edible,6.09,12.95,6.05,87
edible,3.02,9.77,4.08,27
edible,5.05,51.92,7.61,15
edible,13.38,23.41,10.39,191
edible,6.32,12.42,4.94,120
edible,2.9,3.09,4.42,166
edible,7.24,11.98,5.5,107
edible,54.4,53.97,9.73,11
edible,8.51,12.2,4.62,110
edible,15.66,18.42,11.34,176
edible,6.36,12.95,5.98,196
edible,1.41,1.82,6.74,118
edible,7.85,12.25,6.15,27
edible,1.7,1.52,5.09,106
edible,19.37,19.79,19.32,62
edible,8.03,17.63,7.95,24
edible,13.75,17.41,9.0,159
edible,3.27,4.92,6.5,121
edible,9.58,18.26,5.53,192
edible,3.2,6.21,6.75,140
edible,12.03,80.03,19.84,105
edible,7.05,16.84,11.14,199
edible,13.61,14.83,2.56,6
edible,3.82,9.33,7.59,26
edible,6.32,11.17,11.84,74
edible,6.4,8.12,4.82,107
edible,7.39,15.94,7.3,108
edible,4.52,12.28,6.21,40
edible,6.09,20.34,6.04,112
edible,7.98,12.27,7.25,28
edible,9.84,19.48,4.89,144
edible,6.58,14.57,7.2,26
edible,52.3,42.52,6.02,87
edible,11.82,21.28,5.03,77
edible,3.76,5.25,6.09,128
edible,6.83,8.63,5.67,85
edible,4.65,4.18,6.9,155
edible,9.25,20.32,7.34,78
edible,6.25,7.99,3.36,195
edible,3.26,6.38,5.29,34
edible,4.59,6.8,5.15,151
edible,4.71,7.53,6.56,30
edible,15.46,28.11,10.19,132
edible,3.59,6.22,4.7,15
edible,4.69,10.76,8.39,24
edible,4.07,7.2,4.68,122
edible,9.66,17.34,6.45,60
edible,7.48,12.48,9.37,177
edible,4.86,8.48,4.64,51
edible,3.38,6.66,3.67,93
edible,6.66,13.78,4.69,62
edible,8.11,12.5,7.32,14
edible,9.66,20.52,8.5,26
edible,4.91,9.51,5.03,75
edible,3.02,2.84,5.98,28
edible,6.6,8.41,5.31,198
edible,12.0,27.3,8.47,100
edible,11.15,25.33,6.2,193
edible,7.59,13.31,4.94,11
edible,3.18,3.48,6.58,76
edible,14.74,17.05,10.7,131
edible,10.56,12.83,19.07,42
edible,19.58,34.06,17.16,153
edible,9.25,16.32,6.22,140
edible,6.73,21.82,5.68,125
edible,5.59,6.84,4.07,93
edible,2.58,6.13,5.67,32
edible,9.36,36.44,7.84,96
edible,5.16,8.04,4.81,58
edible,6.41,16.47,6.01,163
edible,1.28,2.42,4.49,120
edible,6.11,10.12,5.25,120
edible,9.46,22.21,4.79,124
edible,18.8,20.98,27.18,45
edible,10.94,17.71,5.0,41
edible,0.97,0.85,4.93,129
edible,3.19,2.54,6.0,170
edible,4.91,12.26,5.99,183
edible,7.27,15.93,5.82,80
edible,1.69,2.89,5.26,41
edible,8.67,21.86,3.81,105
edible,6.98,70.94,9.16,35
edible,8.69,22.16,8.03,194
edible,5.11,12.64,5.81,150
edible,5.98,11.66,5.23,94
edible,1.02,1.52,3.13,10
edible,3.0,3.6,7.37,141
edible,10.03,18.45,4.54,143
edible,5.98,9.55,6.55,99
edible,7.91,18.78,5.84,123
edible,3.6,6.11,2.19,114
edible,2.88,11.1,3.63,124
edible,18.22,80.62,18.08,134
edible,14.46,23.7,7.9,127
edible,2.56,3.39,7.0,33
edible,6.73,12.75,5.11,114
edible,5.35,11.07,5.93,125
edible,8.4,15.17,2.26,183
edible,10.53,17.03,6.25,73
edible,5.19,12.81,6.21,155
edible,7.28,12.11,5.73,11
edible,1.45,1.46,4.61,132
edible,1.94,2.54,5.23,60
edible,8.91,17.28,6.34,131
edible,1.59,1.61,5.19,81
edible,10.19,17.55,12.28,66
edible,3.37,2.91,4.81,78
edible,13.8,22.31,7.99,19
edible,3.73,5.71,5.49,57
edible,9.26,27.16,7.64,175
edible,12.04,29.74,8.07,124
edible,8.32,19.58,5.79,39
edible,3.25,4.0,8.46,18
edible,14.4,18.03,9.46,97
edible,10.48,20.93,12.74,126
edible,3.35,8.86,4.7,181
edible,12.26,24.33,8.05,22
edible,2.53,4.63,6.34,183
edible,17.92,35.12,15.54,133
edible,3.22,9.35,4.53,129
edible,8.4,17.21,6.19,31
edible,8.38,19.03,8.77,68
edible,50.57,38.81,6.62,64
edible,6.41,14.77,5.96,173
edible,4.62,9.42,7.99,153
edible,8.35,13.65,6.64,18
edible,7.29,11.1,6.26,120
edible,9.4,22.18,7.56,152
edible,7.7,21.56,3.47,96
edible,5.37,14.37,6.85,89
edible,9.45,21.18,6.67,91
edible,5.21,8.71,7.07,143
edible,5.86,11.28,7.23,124
edible,2.85,4.49,9.15,198
edible,8.31,25.74,6.26,88
edible,10.96,20.6,4.84,28
edible,3.21,2.53,5.92,123
edible,6.86,15.1,6.46,93
edible,8.26,31.51,8.01,41
edible,5.93,8.22,4.69,90
edible,4.22,8.38,7.88,131
edible,10.04,17.17,6.27,156
edible,6.38,6.26,5.79,19
edible,2.83,3.08,6.37,16
edible,3.75,3.55,6.02,99
edible,5.31,12.48,5.87,196
edible,10.51,17.29,6.03,35
edible,7.78,24.93,5.25,185
edible,6.84,10.53,7.02,98
edible,6.87,5.14,6.41,88
edible,6.47,12.13,4.8,76
edible,7.68,10.09,7.1,48
edible,6.99,11.32,5.52,34
edible,12.45,23.55,7.81,39
edible,7.34,13.68,6.54,25
edible,3.83,8.91,7.85,115
edible,7.68,20.57,5.59,67
edible,3.12,4.43,6.47,96
edible,4.15,10.48,5.59,149
edible,7.44,17.48,8.12,16
edible,5.94,20.62,4.39,150
edible,4.28,8.01,6.87,96
edible,1.5,2.72,5.22,64
edible,4.43,7.98,7.13,71
edible,3.84,3.1,4.75,119
edible,4.52,3.32,4.46,19
edible,7.43,15.57,7.22,20
edible,6.5,13.86,6.56,26
edible,10.67,13.72,27.85,122
edible,6.5,11.56,10.82,117
edible,3.08,8.12,2.84,99
edible,6.95,5.32,6.12,195
edible,5.67,10.38,6.77,163
edible,15.84,22.12,6.78,5
edible,5.11,12.67,18.52,79
edible,8.3,14.67,6.68,10
edible,18.29,22.55,7.08,91
edible,5.57,12.64,6.07,141
edible,5.88,17.1,7.15,184
edible,4.54,4.54,6.66,66
edible,3.6,8.92,7.51,62
edible,4.58,11.1,4.19,112
edible,3.19,5.01,5.73,23
edible,10.96,21.69,7.91,113
edible,7.01,14.54,5.51,145
edible,4.42,4.24,6.64,127
edible,7.41,18.16,6.58,164
edible,6.75,22.56,5.97,104
edible,1.05,1.79,3.67,13
edible,18.58,36.01,16.52,53
edible,3.72,6.4,2.96,169
edible,1.26,1.43,5.12,35
edible,4.04,7.36,6.74,163
edible,4.91,4.73,7.36,63
edible,5.84,6.85,4.66,187
edible,9.21,20.82,5.29,151
edible,3.31,8.33,2.89,195
edible,3.99,8.67,3.49,134
edible,8.51,14.31,6.61,49
edible,2.63,6.7,5.78,100
edible,5.83,6.95,6.06,47
edible,8.08,14.07,7.45,102
edible,8.0,24.93,6.75,5
edible,5.49,11.97,6.02,193
edible,19.31,23.61,7.06,135
edible,1.52,2.61,5.57,95
edible,5.73,11.85,3.97,48
edible,7.54,14.6,7.13,139
edible,12.44,24.24,7.92,37
edible,5.27,7.6,5.25,141
edible,13.05,16.39,8.63,34
edible,4.22,7.71,5.59,150
edible,3.54,3.41,4.67,60
edible,7.69,8.66,3.44,109
edible,2.37,3.14,6.15,35
edible,3.57,6.18,4.04,195
edible,12.34,25.44,6.02,182
edible,8.56,17.2,8.92,93
edible,4.1,7.36,5.81,5
edible,6.02,8.11,4.8,114
edible,2.38,4.46,5.5,86
edible,8.28,20.01,4.88,23
edible,3.81,6.95,4.53,119
edible,2.19,4.14,5.07,130
edible,8.44,15.19,4.02,68
edible,8.25,9.59,6.17,57
edible,9.98,19.41,10.36,10
edible,6.85,11.62,7.7,21
edible,11.74,14.64,2.43,50
edible,9.4,25.12,5.06,122
edible,8.17,9.69,7.09,77
edible,6.24,9.75,6.4,105
edible,5.88,13.7,6.17,187
edible,5.8,14.17,7.2,95
edible,6.33,23.67,11.01,10
edible,3.96,7.05,4.35,113
edible,13.04,14.75,9.39,44
edible,6.06,10.45,6.5,95
edible,7.43,23.33,5.35,70
edible,4.76,5.22,4.73,141
edible,12.43,26.64,6.45,15
edible,5.71,8.76,4.67,152
edible,6.35,5.48,6.84,120
edible,3.61,6.46,3.79,47
edible,16.73,24.1,6.67,62
edible,5.51,6.02,6.14,158
edible,6.81,10.33,6.86,42
edible,9.57,10.48,6.73,98
edible,13.66,15.44,9.51,40
edible,4.89,3.61,5.63,187
edible,11.66,26.99,7.58,10
edible,4.48,11.12,4.42,135
edible,2.97,2.68,6.38,69
edible,4.66,9.93,8.15,128
edible,2.32,5.07,7.27,196
edible,7.25,13.48,9.37,190
edible,11.13,22.13,7.23,121
edible,10.4,23.17,5.63,190
edible,1.76,1.74,5.51,22
edible,7.74,5.76,5.92,155
edible,14.99,18.14,13.1,100
edible,11.96,23.89,7.98,161
edible,9.37,19.84,4.45,155
edible,12.84,17.12,9.67,132
edible,5.04,8.19,7.79,40
edible,7.11,11.43,11.51,74
edible,6.8,5.3,6.94,99
edible,6.78,22.98,4.68,138
edible,5.77,12.32,5.91,166
edible,11.44,20.9,7.56,48
edible,6.4,10.32,5.26,48
edible,4.0,3.19,5.59,31
edible,7.18,11.69,4.53,104
edible,7.35,12.24,8.96,56
edible,7.34,12.96,5.31,174
edible,16.04,25.51,7.9,29
